label,dispatch_label,hour,dispatch,dispatch_json,dispatch_json_source,next_dispatch_json,freq_csv,freq_png,checkpoint_in,signature_hash,kp,ki,agc_interval,wind_pref_alpha,solar_pref_alpha,agc_allocation_mode,init_mode,apply_governor_targets,apply_dg_targets,governor_target_schedule,dispatch_target_ramp_seconds,agc_gov_output_ramp_frac_pmax_per_min,agc_dg_output_ramp_frac_pmax_per_min,agc_anti_windup_mode,traditional_governor_deadband_hz,traditional_governor_deadband_csv,wind_deadband_hz,solar_deadband_hz,esd_deadband_hz,der_deadband_hz,der_base_ddn,pvd1_base_ddn,esd1_base_ddn,pvd1_tfdb,esd1_tfdb,target_storage_share,achieved_storage_share,storage_scale_factor,storage_scale_applied_factor,scale_esd1_ddn_with_storage,disable_der_frequency_deadband,disable_der_agc,disable_pvd_agc,disable_esd_agc,recompute_ace_raw_on_load,reset_ace_integral_on_load,resume_mode,start_dae_t,end_dae_t,ace_integral_start,ace_raw_start,ace_integral_end,ace_raw_end,agc_freeze_active_start,agc_freeze_on_streak_start,agc_freeze_off_streak_start,agc_freeze_dir_start,agc_freeze_active_end,agc_freeze_on_streak_end,agc_freeze_off_streak_end,agc_freeze_dir_end,der_deadband_disabled_count,traditional_governor_deadband_count,configured_pvd1_deadband_count,configured_esd1_deadband_count,configured_pvd1_ddn,configured_esd1_ddn,configured_wind_pvd1_deadband_count,configured_solar_pvd1_deadband_count,configured_esd1_resource_deadband_count,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,max_abs_hz,final_abs_hz,share_abs_gt_0p036,share_abs_gt_0p05,zero_crossings,wind_effort,pv_effort,pvd_effort,esd_throughput,gov_droop_effort,gov_paux0_tv,dg_pext0_tv,freq_d1_abs_mean,freq_d1_abs_p95,saturation_fraction,integrator_freeze_fraction,saturation_step_count,integrator_freeze_step_count,agc_request_sum_total_abs_mean,agc_request_sum_total_abs_max,agc_applied_sum_total_abs_mean,agc_applied_sum_total_abs_max,agc_clip_deficit_sum_total_abs_mean,agc_clip_deficit_sum_total_abs_max,agc_saturation_ratio_mean,agc_saturation_ratio_max,agc_freeze_streak_max,agc_freeze_streak_end,agc_unfreeze_streak_end,elapsed_s
h10d0,h10d0,10,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h9d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,35960.0,36859.0,7.500471507517789,0.0004978031965163,-35.775388679506754,0.0781094282538547,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0482492845268756,61.0,0.0374724507353629,401.0,-0.0148722242513432,0.0164967409102382,0.0198673584896081,0.0482492845268756,0.0148722242513432,0.07,0.0,138,2.2227332908441113,2.220563780379963,4.443297071224075,0.50200711490334,31.842149733869768,1.5275888659886712,0.0,0.0084582949837964,0.0206993870927893,0.0,0.0,0,0,0.0434866465552299,0.0890553075810487,0.0434866465552299,0.0890553075810487,0.0,0.0,0.0,0.0,0,0,0,67.347776583003
h10d1,h10d1,10,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h10d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,36859.0,37758.0,-35.775388679506754,0.0781094282538547,-2.6250238872914857,0.0001191814813084,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0384932919896785,13.0,0.0396793874407475,870.0,0.0116346174450665,0.0136876783730466,0.0162216983401211,0.0396793874407475,0.0116346174450665,0.01,0.0,141,1.8564063975378753,1.4892331078053092,3.3456395053431844,0.0258524332488481,23.401772478495303,1.5007871726342803,0.0,0.0081429048823014,0.0201565083061734,0.0,0.0,0,0,0.0494496213304022,0.0930088937627072,0.0494496213304022,0.0930088937627072,0.0,0.0,0.0,0.0,0,0,0,68.02851512500638
h10d2,h10d2,10,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h10d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,37758.0,38657.0,-2.6250238872914857,0.0001191814813084,49.44951093246867,-0.1106984274202757,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0348823933440556,283.0,0.0479881526540371,720.0,0.026756022138743,0.0171610524805836,0.0209349931220265,0.0479881526540371,0.026756022138743,0.0833333333333333,0.0,136,2.222855381426444,2.46588840726706,4.688743788693504,0.5952558374563807,34.49699175839754,1.440594815910309,0.0,0.0085910370016483,0.0215326051792474,0.0,0.0,0,0,0.0288593009072916,0.1122715885632326,0.0288593009072916,0.1122715885632326,1.2793585635328952e-19,1.3877787807814457e-17,8.007283983869365e-18,2.104271554615661e-16,0,0,0,66.59652212500077
h10d3,h10d3,10,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h10d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h10d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,38657.0,39556.0,49.44951093246867,-0.1106984274202757,12.129266692555786,-0.0238139904382399,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0442002153682996,384.0,0.0410981585821446,7.0,-0.001008036408685,0.0182256849990391,0.0212961914883422,0.0442002153682996,0.001008036408685,0.07,0.0,115,2.0439322703947305,1.984269080383409,4.02820135077814,0.3614598555771522,36.065976009981775,1.5287486979451526,0.0,0.0086328381368959,0.0207340791902428,0.0,0.0,0,0,0.0664842662272286,0.1344221214742242,0.0664842662272286,0.1344221214742242,4.780126911580535e-19,1.3877787807814457e-17,5.761641776960024e-18,1.842674125277428e-16,0,0,0,63.3142270830067
h11d0,h11d0,11,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h10d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,39556.0,40455.0,12.129266692555786,-0.0238139904382399,30.205997525248733,-0.082925950529369,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0473266855978748,238.0,0.0515200520452552,873.0,0.051052053240066,0.0257003530634668,0.02845146147926,0.0515200520452552,0.051052053240066,0.2466666666666666,0.0088888888888888,51,4.466313253983756,6.764028425357381,11.230341679341135,2.8214812635697784,57.995728546315334,1.1954890387832338,0.0,0.0085696253909255,0.0215777916978829,0.0,0.0,0,0,0.0342177871967969,0.0804208912750583,0.0342177871967969,0.0804208912750583,3.951314584169394e-20,3.469446951953614e-18,2.2775876984397885e-18,1.4917733269684962e-16,0,0,0,63.31300475000171
h11d1,h11d1,11,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h11d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,40455.0,41354.0,30.205997525248733,-0.082925950529369,179.0464703556117,-0.3836192616455425,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0068898622706892,414.0,0.0704688080057547,856.0,0.0578828139100151,0.0368232395383219,0.0387309205667393,0.0704688080057547,0.0578828139100151,0.5722222222222222,0.1288888888888889,6,16.026129498646544,28.595513302566776,44.62164280121332,13.558731357363897,95.56633430176636,0.8721575471526107,0.0,0.0092733368984664,0.0224811606275308,0.0,0.0,0,0,0.2116914241756973,0.3846270737394109,0.2116914241756973,0.3846270737394109,1.1719020815487764e-18,5.551115123125783e-17,5.79428699436371e-18,2.0840235064566322e-16,0,0,0,67.71658995900361
h11d2,h11d2,11,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h11d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,41354.0,42253.0,179.0464703556117,-0.3836192616455425,263.6238932006334,-0.5317820219428923,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0454437604763069,723.0,0.0720799036066832,30.0,0.0102817146139289,0.0348358724819775,0.0389221553925294,0.0720799036066832,0.0102817146139289,0.5222222222222223,0.2277777777777777,44,21.684456221484275,38.963963525304194,60.64841974678847,18.546644655902096,92.56856448057997,0.967620554373234,0.0,0.0095030350058631,0.0227394648953211,0.0,0.0,0,0,0.5137260058477023,0.5868252499739024,0.5137260058477023,0.5868252499739024,3.9474596431116685e-18,1.1102230246251563e-16,7.790899172644176e-18,2.2019509256606735e-16,0,0,0,67.61781141599931
h11d3,h11d3,11,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h11d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h11d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h11d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,42253.0,43152.0,263.6238932006334,-0.5317820219428923,125.37842092748858,-0.2257882741047807,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0701294609044156,604.0,0.0355878791667629,19.0,-0.0566180674607652,0.0372677579176907,0.0400909284403858,0.0701294609044156,0.0566180674607652,0.6322222222222222,0.1855555555555555,21,17.9881366043873,34.047611295855305,52.035747900242605,18.491583305681477,99.78226609098208,0.9502496978080056,0.0,0.0089636671452398,0.0216460827232456,0.0,0.0,0,0,0.4124847635623083,0.5481716022086703,0.4124847635623083,0.5481716022086703,9.128500424695732e-18,1.1102230246251563e-16,2.4313067807458837e-17,2.1729652236796003e-16,0,0,0,66.6577209169991
h12d0,h12d0,12,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h11d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,43152.0,44051.0,125.37842092748858,-0.2257882741047807,18.7246004958011,-0.0313514688149622,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0607870630194851,20.0,0.0308210928909158,779.0,-0.0138270561808595,0.0284320916842846,0.0320406758600544,0.0607870630194851,0.0138270561808595,0.4044444444444444,0.0355555555555555,68,8.354536675407555,14.918058081460078,23.272594756867633,7.085006980912348,69.2659391531971,1.0959482075087317,0.0,0.008798990659874,0.0222331094609771,0.0,0.0,0,0,0.0974324279717877,0.2306999225449737,0.0974324279717877,0.2306999225449737,2.775557561562892e-18,2.7755575615628914e-17,2.459608147180156e-17,2.164551301960892e-16,0,0,0,65.52391779099707
h12d1,h12d1,12,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h12d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,44051.0,44950.0,18.7246004958011,-0.0313514688149622,-21.54159642033007,0.062116271898753,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0648404325682583,864.0,0.0406221850844223,395.0,-0.0431589094287843,0.0258263723838495,0.0297806958137824,0.0648404325682583,0.0431589094287843,0.3111111111111111,0.0311111111111111,68,6.39678053463927,13.330096384839266,19.726876919478535,6.303745157507076,60.757200737256774,1.2277391215849605,0.0,0.007851607738595,0.0204424290810183,0.0,0.0,0,0,0.0616901833411586,0.1124398565970094,0.0616901833411586,0.1124398565970094,1.2181613742414913e-18,1.3877787807814457e-17,1.7319848661768758e-17,2.140900140167186e-16,0,0,0,68.59238879199984
h12d2,h12d2,12,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h12d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,44950.0,45849.0,-21.54159642033007,0.062116271898753,-111.58594143202096,0.219847043667283,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0604751780965506,8.0,0.0403965272176298,682.0,0.0075393179064864,0.0267738448203507,0.0311302274721561,0.0604751780965506,0.0075393179064864,0.3755555555555555,0.0477777777777777,81,6.890179912892552,16.34157568603667,23.231755598929222,7.719666253280219,65.07470005190252,1.026556344767582,0.0,0.0085059497858935,0.0203665661103136,0.0,0.0,0,0,0.1830110418256802,0.2376210076574676,0.1830110418256802,0.2376210076574676,0.0,0.0,0.0,0.0,0,0,0,69.355557416995
h12d3,h12d3,12,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h12d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h12d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h12d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,45849.0,46748.0,-111.58594143202096,0.219847043667283,-29.13755410684936,0.0463556754380886,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0360219076744972,21.0,0.0534506702028902,527.0,0.0270281922349369,0.0260865970386994,0.0292172644148592,0.0534506702028902,0.0270281922349369,0.2844444444444444,0.0011111111111111,66,5.020495495853369,8.063370948592429,13.083866444445798,3.5048319702740964,60.387820741737855,1.260457827661868,0.0,0.0086815643014367,0.0223480485803826,0.0,0.0,0,0,0.1519817968817556,0.252158306781304,0.1519817968817556,0.252158306781304,0.0,0.0,0.0,0.0,0,0,0,70.8972788750034
h13d0,h13d0,13,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h13d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h13d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h13d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h12d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,46748.0,47647.0,-29.13755410684936,0.0463556754380886,-132.15076839714337,0.2825544959896338,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0573490458425896,877.0,0.0270281922349369,0.0,-0.041389930148179,0.0257898254216847,0.0283583479358194,0.0573490458425896,0.041389930148179,0.2155555555555555,0.0133333333333333,39,3.667815965210276,6.91238702177953,10.580202986989804,2.925234576101627,57.565598034492886,1.1343020417619107,0.0,0.0085504469441506,0.0204578583869105,0.0,0.0,0,0,0.1529286381204725,0.2821190649902172,0.1529286381204725,0.2821190649902172,0.0,0.0,0.0,0.0,0,0,0,69.89124716699735
